id,clasificacion,tipo_de_muestra,subtipo_de_muestra,analisis,naturaleza,unidades,cantidad_de_toma,tecnica,limite_maximo_permisible,NOM,UNIDADES_g_O_mL,Unidad,nom_Nombre,descripcion
183,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Clostridium botulinum,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
184,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Coliformes fecales,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,400 NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
185,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Enterotoxinas estafilococcicas,NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
186,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Escherichia coli,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método de NMP-EC.,400 NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
187,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
188,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
189,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Staphylococcus aureus,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,1 000 UFC/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
190,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Vibrio cholerae no O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae no O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
191,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Vibrio cholerae O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
192,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Vibrio parahaemolyticus,NORMATIVO,NMP/g,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,10⁴ NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
193,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Crústaceos,Vibrio vulnificus,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
194,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Clostridium botulinum,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
195,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Coliformes fecales,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,230 NMP/100 g de carne y líquido valvar,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
196,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Enterotoxinas estafilococcicas,NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
197,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Escherichia coli,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método de NMP-EC.,230 NMP/100 g de carne y líquido valvar,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
198,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
199,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
200,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Staphylococcus aureus,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,1 000 UFC/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
201,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Vibrio cholerae no O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae no O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
202,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Vibrio cholerae O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
203,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Vibrio parahaemolyticus,NORMATIVO,NMP/g,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,10⁴ NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
204,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos bivalvos,Vibrio vulnificus,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Vibrio vulnificus en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
205,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos cefalópodos y gasterópodos,Clostridium botulinum,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
206,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos cefalópodos y gasterópodos,Coliformes fecales,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,230 NMP/100 g de carne,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
207,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Moluscos cefalópodos y gasterópodos,Enterotoxinas estafilococcicas,NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
